# y+ ()       
# Time        	patch         	min           	max           	average       
0.31          	airfoil	1.039531e-05	7.385559e-02	9.177564e-04
0.51          	airfoil	1.039531e-05	7.385559e-02	9.177564e-04
0.71          	airfoil	1.039531e-05	7.385559e-02	9.177564e-04
0.91          	airfoil	1.039531e-05	7.385559e-02	9.177564e-04
1.11          	airfoil	1.039531e-05	7.385559e-02	9.177564e-04
