# y+ ()       
# Time        	patch         	min           	max           	average       
500           	airfoil	2.238845e-04	2.084525e-02	4.996202e-03
742           	airfoil	2.238845e-04	2.084525e-02	4.996202e-03
742           	airfoil	2.238845e-04	2.084525e-02	4.996202e-03
