# Force coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cs            	Cl            	CmRoll        	CmPitch       	CmYaw         	Cd(f)         	Cd(r)         	Cs(f)         	Cs(r)         	Cl(f)         	Cl(r)         
126           	1.035315e-02	-1.739475e-22	6.729700e-03	3.364850e-03	1.422184e-02	-5.176574e-03	8.541424e-03	1.811723e-03	-5.176574e-03	5.176574e-03	1.758669e-02	-1.085699e-02
127           	1.032353e-02	-1.594505e-22	4.614731e-04	2.307366e-04	1.746842e-02	-5.161766e-03	5.392503e-03	4.931030e-03	-5.161766e-03	5.161766e-03	1.769916e-02	-1.723768e-02
128           	1.031464e-02	-1.471200e-22	-5.625224e-03	-2.812612e-03	2.042986e-02	-5.157318e-03	2.344706e-03	7.969930e-03	-5.157318e-03	5.157318e-03	1.761724e-02	-2.324247e-02
129           	1.033034e-02	-1.369456e-22	-1.144622e-02	-5.723112e-03	2.309295e-02	-5.165169e-03	-5.579438e-04	1.088828e-02	-5.165169e-03	5.165169e-03	1.736984e-02	-2.881606e-02
130           	1.037943e-02	-1.288982e-22	-1.718950e-02	-8.594751e-03	2.560419e-02	-5.189716e-03	-3.405035e-03	1.378447e-02	-5.189716e-03	5.189716e-03	1.700943e-02	-3.419894e-02
131           	1.046022e-02	-1.229220e-22	-2.252833e-02	-1.126417e-02	2.783140e-02	-5.230108e-03	-6.034057e-03	1.649427e-02	-5.230108e-03	5.230108e-03	1.656723e-02	-3.909556e-02
132           	1.056022e-02	-1.188315e-22	-2.717779e-02	-1.358889e-02	2.965436e-02	-5.280111e-03	-8.308783e-03	1.886900e-02	-5.280111e-03	5.280111e-03	1.606546e-02	-4.324325e-02
133           	1.068527e-02	-1.170035e-22	-3.086371e-02	-1.543186e-02	3.096372e-02	-5.342635e-03	-1.008922e-02	2.077449e-02	-5.342635e-03	5.342635e-03	1.553186e-02	-4.639558e-02
134           	1.083077e-02	-1.174877e-22	-3.335921e-02	-1.667960e-02	3.162090e-02	-5.415385e-03	-1.126422e-02	2.209499e-02	-5.415385e-03	5.415385e-03	1.494130e-02	-4.830051e-02
135           	1.099216e-02	-1.217030e-22	-3.472247e-02	-1.736123e-02	3.163301e-02	-5.496081e-03	-1.186515e-02	2.285732e-02	-5.496081e-03	5.496081e-03	1.427178e-02	-4.899425e-02
136           	1.114004e-02	-1.289976e-22	-3.516104e-02	-1.758052e-02	3.110112e-02	-5.570020e-03	-1.201050e-02	2.315054e-02	-5.570020e-03	5.570020e-03	1.352060e-02	-4.868164e-02
137           	1.125478e-02	-1.375113e-22	-3.472964e-02	-1.736482e-02	3.009894e-02	-5.627390e-03	-1.173743e-02	2.299221e-02	-5.627390e-03	5.627390e-03	1.273411e-02	-4.746376e-02
138           	1.132748e-02	-1.441138e-22	-3.356072e-02	-1.678036e-02	2.868845e-02	-5.663741e-03	-1.111662e-02	2.244410e-02	-5.663741e-03	5.663741e-03	1.190810e-02	-4.546881e-02
139           	1.138691e-02	-1.465527e-22	-3.158121e-02	-1.579060e-02	2.686526e-02	-5.693456e-03	-1.009715e-02	2.148406e-02	-5.693456e-03	5.693456e-03	1.107465e-02	-4.265586e-02
140           	1.144504e-02	-1.443320e-22	-2.886718e-02	-1.443359e-02	2.462122e-02	-5.722520e-03	-8.711070e-03	2.015611e-02	-5.722520e-03	5.722520e-03	1.018763e-02	-3.905481e-02
141           	1.146364e-02	-1.382477e-22	-2.547233e-02	-1.273616e-02	2.187565e-02	-5.731820e-03	-7.004344e-03	1.846798e-02	-5.731820e-03	5.731820e-03	9.139487e-03	-3.461182e-02
142           	1.141059e-02	-1.297120e-22	-2.119373e-02	-1.059686e-02	1.853212e-02	-5.705297e-03	-4.891568e-03	1.630216e-02	-5.705297e-03	5.705297e-03	7.935258e-03	-2.912899e-02
143           	1.127844e-02	-1.182652e-22	-1.623254e-02	-8.116271e-03	1.462713e-02	-5.639219e-03	-2.477052e-03	1.375549e-02	-5.639219e-03	5.639219e-03	6.510860e-03	-2.274340e-02
144           	1.111446e-02	-1.044173e-22	-1.080472e-02	-5.402362e-03	1.034968e-02	-5.557228e-03	1.548664e-04	1.095959e-02	-5.557228e-03	5.557228e-03	4.947319e-03	-1.575204e-02
145           	1.094144e-02	-8.988527e-23	-4.379288e-03	-2.189644e-03	5.720181e-03	-5.470719e-03	3.281075e-03	7.660363e-03	-5.470719e-03	5.470719e-03	3.530537e-03	-7.909824e-03
146           	1.080029e-02	-7.997896e-23	3.641674e-03	1.820837e-03	7.937243e-04	-5.400147e-03	7.220984e-03	3.579311e-03	-5.400147e-03	5.400147e-03	2.614561e-03	1.027112e-03
147           	1.068776e-02	-8.009022e-23	1.420355e-02	7.101774e-03	-4.687745e-03	-5.343879e-03	1.244565e-02	-1.757895e-03	-5.343879e-03	5.343879e-03	2.414029e-03	1.178952e-02
148           	1.060135e-02	-8.844873e-23	2.691961e-02	1.345980e-02	-1.064708e-02	-5.300675e-03	1.876048e-02	-8.159130e-03	-5.300675e-03	5.300675e-03	2.812726e-03	2.410688e-02
149           	1.052392e-02	-1.006625e-22	4.124197e-02	2.062099e-02	-1.703853e-02	-5.261959e-03	2.588295e-02	-1.535903e-02	-5.261959e-03	5.261959e-03	3.582458e-03	3.765952e-02
150           	1.039445e-02	-1.115134e-22	5.643449e-02	2.821725e-02	-2.380630e-02	-5.197226e-03	3.341447e-02	-2.302002e-02	-5.197226e-03	5.197226e-03	4.410949e-03	5.202354e-02
151           	1.014447e-02	-1.223956e-22	7.378387e-02	3.689193e-02	-3.168623e-02	-5.072235e-03	4.196417e-02	-3.181970e-02	-5.072235e-03	5.072235e-03	5.205708e-03	6.857816e-02
152           	9.765144e-03	-1.356910e-22	9.328177e-02	4.664089e-02	-4.080554e-02	-4.882572e-03	5.152346e-02	-4.175831e-02	-4.882572e-03	4.882572e-03	5.835350e-03	8.744642e-02
153           	9.301999e-03	-1.537273e-22	1.146100e-01	5.730501e-02	-5.101823e-02	-4.650999e-03	6.195601e-02	-5.265401e-02	-4.650999e-03	4.650999e-03	6.286780e-03	1.083232e-01
154           	8.846393e-03	-1.803366e-22	1.375496e-01	6.877481e-02	-6.214150e-02	-4.423197e-03	7.319801e-02	-6.435162e-02	-4.423197e-03	4.423197e-03	6.633309e-03	1.309163e-01
155           	8.434383e-03	-2.185623e-22	1.617820e-01	8.089100e-02	-7.380419e-02	-4.217191e-03	8.510819e-02	-7.667380e-02	-4.217191e-03	4.217191e-03	7.086810e-03	1.546952e-01
156           	8.073325e-03	-2.683465e-22	1.861080e-01	9.305398e-02	-8.512788e-02	-4.036662e-03	9.709064e-02	-8.901732e-02	-4.036662e-03	4.036662e-03	7.926100e-03	1.781819e-01
157           	7.745602e-03	-3.230255e-22	2.079523e-01	1.039761e-01	-9.471829e-02	-3.872801e-03	1.078489e-01	-1.001033e-01	-3.872801e-03	3.872801e-03	9.257854e-03	1.986944e-01
158           	7.536169e-03	-3.781606e-22	2.239793e-01	1.119897e-01	-1.007280e-01	-3.768085e-03	1.157577e-01	-1.082216e-01	-3.768085e-03	3.768085e-03	1.126169e-02	2.127176e-01
159           	7.596162e-03	-4.232693e-22	2.311991e-01	1.155996e-01	-1.019463e-01	-3.798081e-03	1.193977e-01	-1.118015e-01	-3.798081e-03	3.798081e-03	1.365325e-02	2.175459e-01
160           	7.824147e-03	-4.527640e-22	2.300513e-01	1.150256e-01	-9.891632e-02	-3.912073e-03	1.189377e-01	-1.111136e-01	-3.912073e-03	3.912073e-03	1.610931e-02	2.139419e-01
161           	8.261616e-03	-4.657990e-22	2.208396e-01	1.104198e-01	-9.185281e-02	-4.130808e-03	1.145506e-01	-1.062890e-01	-4.130808e-03	4.130808e-03	1.856701e-02	2.022726e-01
162           	8.677185e-03	-4.682715e-22	2.064576e-01	1.032288e-01	-8.251266e-02	-4.338593e-03	1.075674e-01	-9.889019e-02	-4.338593e-03	4.338593e-03	2.071612e-02	1.857414e-01
163           	8.983763e-03	-4.628044e-22	1.888295e-01	9.441473e-02	-7.208917e-02	-4.491882e-03	9.890661e-02	-8.992285e-02	-4.491882e-03	4.491882e-03	2.232556e-02	1.665039e-01
164           	8.832870e-03	-4.537534e-22	1.739239e-01	8.696193e-02	-6.365351e-02	-4.416435e-03	9.137836e-02	-8.254549e-02	-4.416435e-03	4.416435e-03	2.330841e-02	1.506154e-01
165           	8.420358e-03	-4.407880e-22	1.611054e-01	8.055270e-02	-5.663438e-02	-4.210179e-03	8.476288e-02	-7.634253e-02	-4.210179e-03	4.210179e-03	2.391833e-02	1.371871e-01
166           	8.070679e-03	-4.246387e-22	1.478750e-01	7.393751e-02	-4.957933e-02	-4.035339e-03	7.797285e-02	-6.990217e-02	-4.035339e-03	4.035339e-03	2.435819e-02	1.235168e-01
167           	7.888941e-03	-4.087902e-22	1.339360e-01	6.696802e-02	-4.235143e-02	-3.944470e-03	7.091249e-02	-6.302355e-02	-3.944470e-03	3.944470e-03	2.461659e-02	1.093195e-01
168           	7.850196e-03	-3.905083e-22	1.200345e-01	6.001726e-02	-3.527238e-02	-3.925098e-03	6.394236e-02	-5.609217e-02	-3.925098e-03	3.925098e-03	2.474488e-02	9.528965e-02
169           	7.862220e-03	-3.677536e-22	1.073497e-01	5.367485e-02	-2.884916e-02	-3.931110e-03	5.760596e-02	-4.974374e-02	-3.931110e-03	3.931110e-03	2.482569e-02	8.252401e-02
170           	7.837037e-03	-3.399122e-22	9.664400e-02	4.832200e-02	-2.345530e-02	-3.918519e-03	5.224052e-02	-4.440348e-02	-3.918519e-03	3.918519e-03	2.486670e-02	7.177730e-02
171           	7.797256e-03	-3.084862e-22	8.832148e-02	4.416074e-02	-1.918108e-02	-3.898628e-03	4.805937e-02	-4.026211e-02	-3.898628e-03	3.898628e-03	2.497966e-02	6.334183e-02
172           	7.768723e-03	-2.768048e-22	8.237266e-02	4.118633e-02	-1.591377e-02	-3.884362e-03	4.507069e-02	-3.730197e-02	-3.884362e-03	3.884362e-03	2.527256e-02	5.710010e-02
173           	7.738962e-03	-2.444502e-22	7.810763e-02	3.905382e-02	-1.356146e-02	-3.869481e-03	4.292330e-02	-3.518433e-02	-3.869481e-03	3.869481e-03	2.549235e-02	5.261528e-02
174           	7.713783e-03	-2.085230e-22	7.512547e-02	3.756273e-02	-1.195494e-02	-3.856891e-03	4.141962e-02	-3.370584e-02	-3.856891e-03	3.856891e-03	2.560780e-02	4.951767e-02
175           	7.699194e-03	-1.630136e-22	7.288071e-02	3.644035e-02	-1.087359e-02	-3.849597e-03	4.028995e-02	-3.259076e-02	-3.849597e-03	3.849597e-03	2.556677e-02	4.731394e-02
176           	7.656772e-03	-1.087912e-22	7.118771e-02	3.559386e-02	-1.020679e-02	-3.828386e-03	3.942224e-02	-3.176547e-02	-3.828386e-03	3.828386e-03	2.538707e-02	4.580064e-02
177           	7.598565e-03	-4.768281e-23	7.046381e-02	3.523191e-02	-9.945975e-03	-3.799282e-03	3.903119e-02	-3.143262e-02	-3.799282e-03	3.799282e-03	2.528593e-02	4.517788e-02
178           	7.531758e-03	1.178939e-23	7.024190e-02	3.512095e-02	-9.930323e-03	-3.765879e-03	3.888683e-02	-3.135507e-02	-3.765879e-03	3.765879e-03	2.519063e-02	4.505127e-02
179           	7.467504e-03	6.197398e-23	7.033102e-02	3.516551e-02	-1.000646e-02	-3.733752e-03	3.889926e-02	-3.143176e-02	-3.733752e-03	3.733752e-03	2.515904e-02	4.517197e-02
180           	7.398538e-03	9.834525e-23	7.085927e-02	3.542963e-02	-1.015376e-02	-3.699269e-03	3.912890e-02	-3.173037e-02	-3.699269e-03	3.699269e-03	2.527587e-02	4.558340e-02
181           	7.337154e-03	1.235797e-22	7.146610e-02	3.573305e-02	-1.024076e-02	-3.668577e-03	3.940163e-02	-3.206447e-02	-3.668577e-03	3.668577e-03	2.549229e-02	4.597381e-02
182           	7.290921e-03	1.436057e-22	7.198459e-02	3.599230e-02	-1.022397e-02	-3.645461e-03	3.963776e-02	-3.234684e-02	-3.645461e-03	3.645461e-03	2.576832e-02	4.621627e-02
183           	7.244629e-03	1.607857e-22	7.235617e-02	3.617809e-02	-1.014488e-02	-3.622314e-03	3.980040e-02	-3.255577e-02	-3.622314e-03	3.622314e-03	2.603320e-02	4.632297e-02
184           	7.178914e-03	1.707710e-22	7.274223e-02	3.637111e-02	-1.011907e-02	-3.589457e-03	3.996057e-02	-3.278166e-02	-3.589457e-03	3.589457e-03	2.625204e-02	4.649019e-02
185           	7.082066e-03	1.659486e-22	7.312523e-02	3.656261e-02	-1.014889e-02	-3.541033e-03	4.010365e-02	-3.302158e-02	-3.541033e-03	3.541033e-03	2.641372e-02	4.671150e-02
186           	6.986579e-03	1.400001e-22	7.357519e-02	3.678759e-02	-1.013896e-02	-3.493289e-03	4.028088e-02	-3.329430e-02	-3.493289e-03	3.493289e-03	2.664863e-02	4.692655e-02
187           	6.901305e-03	9.429782e-23	7.395426e-02	3.697713e-02	-1.001123e-02	-3.450653e-03	4.042778e-02	-3.352648e-02	-3.450653e-03	3.450653e-03	2.696590e-02	4.698837e-02
188           	6.855187e-03	3.482372e-23	7.373499e-02	3.686749e-02	-9.544357e-03	-3.427594e-03	4.029509e-02	-3.343990e-02	-3.427594e-03	3.427594e-03	2.732314e-02	4.641185e-02
189           	6.834139e-03	-2.867227e-23	7.307819e-02	3.653909e-02	-8.818186e-03	-3.417070e-03	3.995616e-02	-3.312202e-02	-3.417070e-03	3.417070e-03	2.772091e-02	4.535728e-02
190           	6.804471e-03	-8.995393e-23	7.209749e-02	3.604874e-02	-7.979919e-03	-3.402236e-03	3.945098e-02	-3.264651e-02	-3.402236e-03	3.402236e-03	2.806882e-02	4.402866e-02
191           	6.804980e-03	-1.409789e-22	7.080363e-02	3.540182e-02	-7.007739e-03	-3.402490e-03	3.880431e-02	-3.199933e-02	-3.402490e-03	3.402490e-03	2.839408e-02	4.240956e-02
192           	6.831691e-03	-1.789125e-22	6.969766e-02	3.484883e-02	-6.106596e-03	-3.415845e-03	3.826467e-02	-3.143298e-02	-3.415845e-03	3.415845e-03	2.874223e-02	4.095542e-02
193           	6.854989e-03	-2.056201e-22	6.858729e-02	3.429364e-02	-5.344304e-03	-3.427495e-03	3.772114e-02	-3.086615e-02	-3.427495e-03	3.427495e-03	2.894934e-02	3.963795e-02
194           	6.860893e-03	-2.242401e-22	6.743173e-02	3.371586e-02	-4.792329e-03	-3.430446e-03	3.714631e-02	-3.028542e-02	-3.430446e-03	3.430446e-03	2.892354e-02	3.850819e-02
195           	6.846265e-03	-2.372807e-22	6.648466e-02	3.324233e-02	-4.494910e-03	-3.423133e-03	3.666546e-02	-2.981920e-02	-3.423133e-03	3.423133e-03	2.874742e-02	3.773724e-02
196           	6.813555e-03	-2.456505e-22	6.600655e-02	3.300328e-02	-4.431810e-03	-3.406778e-03	3.641005e-02	-2.959650e-02	-3.406778e-03	3.406778e-03	2.857147e-02	3.743509e-02
197           	6.762304e-03	-2.449161e-22	6.562589e-02	3.281295e-02	-4.481896e-03	-3.381152e-03	3.619410e-02	-2.943179e-02	-3.381152e-03	3.381152e-03	2.833105e-02	3.729484e-02
198           	6.723818e-03	-2.408040e-22	6.564738e-02	3.282369e-02	-4.730255e-03	-3.361909e-03	3.618560e-02	-2.946178e-02	-3.361909e-03	3.361909e-03	2.809344e-02	3.755394e-02
199           	6.695437e-03	-2.367297e-22	6.599967e-02	3.299983e-02	-5.069393e-03	-3.347719e-03	3.634755e-02	-2.965212e-02	-3.347719e-03	3.347719e-03	2.793044e-02	3.806923e-02
200           	6.669616e-03	-2.301262e-22	6.650035e-02	3.325018e-02	-5.492494e-03	-3.334808e-03	3.658498e-02	-2.991537e-02	-3.334808e-03	3.334808e-03	2.775768e-02	3.874267e-02
201           	6.656132e-03	-2.247605e-22	6.703770e-02	3.351885e-02	-5.939810e-03	-3.328066e-03	3.684691e-02	-3.019078e-02	-3.328066e-03	3.328066e-03	2.757904e-02	3.945866e-02
202           	6.659354e-03	-2.220945e-22	6.737674e-02	3.368837e-02	-6.254320e-03	-3.329677e-03	3.701805e-02	-3.035869e-02	-3.329677e-03	3.329677e-03	2.743405e-02	3.994269e-02
203           	6.675117e-03	-2.200426e-22	6.726351e-02	3.363175e-02	-6.401388e-03	-3.337558e-03	3.696931e-02	-3.029420e-02	-3.337558e-03	3.337558e-03	2.723037e-02	4.003314e-02
204           	6.703624e-03	-2.199311e-22	6.696599e-02	3.348299e-02	-6.430904e-03	-3.351812e-03	3.683481e-02	-3.013118e-02	-3.351812e-03	3.351812e-03	2.705209e-02	3.991390e-02
205           	6.748736e-03	-2.200439e-22	6.634761e-02	3.317380e-02	-6.224409e-03	-3.374368e-03	3.654817e-02	-2.979943e-02	-3.374368e-03	3.374368e-03	2.694939e-02	3.939821e-02
206           	6.810566e-03	-2.182416e-22	6.508092e-02	3.254046e-02	-5.730944e-03	-3.405283e-03	3.594575e-02	-2.913518e-02	-3.405283e-03	3.405283e-03	2.680952e-02	3.827141e-02
207           	6.888042e-03	-2.210230e-22	6.366610e-02	3.183305e-02	-5.202463e-03	-3.444021e-03	3.527707e-02	-2.838903e-02	-3.444021e-03	3.444021e-03	2.663059e-02	3.703552e-02
208           	6.966704e-03	-2.266241e-22	6.190308e-02	3.095154e-02	-4.525463e-03	-3.483352e-03	3.443489e-02	-2.746819e-02	-3.483352e-03	3.483352e-03	2.642608e-02	3.547700e-02
209           	7.049535e-03	-2.348051e-22	5.995722e-02	2.997861e-02	-3.751775e-03	-3.524768e-03	3.350338e-02	-2.645384e-02	-3.524768e-03	3.524768e-03	2.622683e-02	3.373038e-02
210           	7.141108e-03	-2.467903e-22	5.799071e-02	2.899536e-02	-2.971245e-03	-3.570554e-03	3.256591e-02	-2.542480e-02	-3.570554e-03	3.570554e-03	2.602411e-02	3.196660e-02
211           	7.228761e-03	-2.623141e-22	5.589672e-02	2.794836e-02	-2.209823e-03	-3.614380e-03	3.156274e-02	-2.433398e-02	-3.614380e-03	3.614380e-03	2.573854e-02	3.015818e-02
212           	7.285814e-03	-2.817616e-22	5.411539e-02	2.705770e-02	-1.657174e-03	-3.642907e-03	3.070060e-02	-2.341479e-02	-3.642907e-03	3.642907e-03	2.540052e-02	2.871487e-02
213           	7.338806e-03	-3.070594e-22	5.278362e-02	2.639181e-02	-1.301246e-03	-3.669403e-03	3.006121e-02	-2.272240e-02	-3.669403e-03	3.669403e-03	2.509056e-02	2.769305e-02
214           	7.394996e-03	-3.354603e-22	5.132052e-02	2.566026e-02	-9.927891e-04	-3.697498e-03	2.935776e-02	-2.196276e-02	-3.697498e-03	3.697498e-03	2.466747e-02	2.665305e-02
215           	7.442758e-03	-3.682601e-22	5.072948e-02	2.536474e-02	-1.100103e-03	-3.721379e-03	2.908612e-02	-2.164336e-02	-3.721379e-03	3.721379e-03	2.426464e-02	2.646484e-02
216           	7.488096e-03	-4.002975e-22	5.041357e-02	2.520679e-02	-1.402492e-03	-3.744048e-03	2.895083e-02	-2.146274e-02	-3.744048e-03	3.744048e-03	2.380429e-02	2.660928e-02
217           	7.520361e-03	-4.288486e-22	5.075443e-02	2.537721e-02	-2.059555e-03	-3.760181e-03	2.913739e-02	-2.161703e-02	-3.760181e-03	3.760181e-03	2.331766e-02	2.743677e-02
218           	7.540943e-03	-4.519390e-22	5.195925e-02	2.597963e-02	-3.116093e-03	-3.770471e-03	2.975010e-02	-2.220915e-02	-3.770471e-03	3.770471e-03	2.286353e-02	2.909572e-02
219           	7.559385e-03	-4.670135e-22	5.342300e-02	2.671150e-02	-4.311102e-03	-3.779693e-03	3.049119e-02	-2.293181e-02	-3.779693e-03	3.779693e-03	2.240040e-02	3.102260e-02
220           	7.559072e-03	-4.785952e-22	5.581777e-02	2.790888e-02	-5.918260e-03	-3.779536e-03	3.168842e-02	-2.412935e-02	-3.779536e-03	3.779536e-03	2.199062e-02	3.382714e-02
221           	7.561017e-03	-4.877500e-22	5.883598e-02	2.941799e-02	-7.805530e-03	-3.780508e-03	3.319850e-02	-2.563748e-02	-3.780508e-03	3.780508e-03	2.161246e-02	3.722352e-02
222           	7.541319e-03	-4.949128e-22	6.248104e-02	3.124052e-02	-9.958094e-03	-3.770660e-03	3.501118e-02	-2.746986e-02	-3.770660e-03	3.770660e-03	2.128242e-02	4.119861e-02
223           	7.511204e-03	-5.005526e-22	6.670138e-02	3.335069e-02	-1.228849e-02	-3.755602e-03	3.710629e-02	-2.959509e-02	-3.755602e-03	3.755602e-03	2.106220e-02	4.563918e-02
224           	7.495649e-03	-5.031242e-22	7.068753e-02	3.534377e-02	-1.444217e-02	-3.747825e-03	3.909159e-02	-3.159594e-02	-3.747825e-03	3.747825e-03	2.090159e-02	4.978594e-02
225           	7.483122e-03	-5.041071e-22	7.494331e-02	3.747165e-02	-1.661926e-02	-3.741561e-03	4.121321e-02	-3.373009e-02	-3.741561e-03	3.741561e-03	2.085240e-02	5.409091e-02
226           	7.484716e-03	-5.042547e-22	7.881475e-02	3.940737e-02	-1.852332e-02	-3.742358e-03	4.314973e-02	-3.566502e-02	-3.742358e-03	3.742358e-03	2.088405e-02	5.793070e-02
227           	7.503464e-03	-5.054991e-22	8.224182e-02	4.112091e-02	-2.014657e-02	-3.751732e-03	4.487264e-02	-3.736918e-02	-3.751732e-03	3.751732e-03	2.097434e-02	6.126748e-02
228           	7.535439e-03	-5.051647e-22	8.504168e-02	4.252084e-02	-2.131716e-02	-3.767719e-03	4.628856e-02	-3.875312e-02	-3.767719e-03	3.767719e-03	2.120368e-02	6.383800e-02
229           	7.558530e-03	-5.009639e-22	8.684232e-02	4.342116e-02	-2.193881e-02	-3.779265e-03	4.720042e-02	-3.964189e-02	-3.779265e-03	3.779265e-03	2.148235e-02	6.535997e-02
230           	7.565064e-03	-4.933479e-22	8.706537e-02	4.353268e-02	-2.174227e-02	-3.782532e-03	4.731522e-02	-3.975015e-02	-3.782532e-03	3.782532e-03	2.179041e-02	6.527496e-02
231           	7.542631e-03	-4.827699e-22	8.606374e-02	4.303187e-02	-2.089369e-02	-3.771316e-03	4.680319e-02	-3.926056e-02	-3.771316e-03	3.771316e-03	2.213818e-02	6.392557e-02
232           	7.472852e-03	-4.652701e-22	8.312002e-02	4.156001e-02	-1.913967e-02	-3.736426e-03	4.529644e-02	-3.782358e-02	-3.736426e-03	3.736426e-03	2.242034e-02	6.069968e-02
233           	7.379154e-03	-4.430656e-22	7.859197e-02	3.929598e-02	-1.666377e-02	-3.689577e-03	4.298556e-02	-3.560641e-02	-3.689577e-03	3.689577e-03	2.263221e-02	5.595975e-02
234           	7.257089e-03	-4.184439e-22	7.231381e-02	3.615690e-02	-1.338262e-02	-3.628545e-03	3.978545e-02	-3.252836e-02	-3.628545e-03	3.628545e-03	2.277429e-02	4.953952e-02
235           	7.113267e-03	-3.956260e-22	6.478308e-02	3.239154e-02	-9.507794e-03	-3.556634e-03	3.594817e-02	-2.883491e-02	-3.556634e-03	3.556634e-03	2.288375e-02	4.189933e-02
236           	6.963686e-03	-3.758877e-22	5.599979e-02	2.799989e-02	-5.143304e-03	-3.481843e-03	3.148174e-02	-2.451805e-02	-3.481843e-03	3.481843e-03	2.285659e-02	3.314320e-02
237           	6.777686e-03	-3.566506e-22	4.637837e-02	2.318918e-02	-5.985890e-04	-3.388843e-03	2.657803e-02	-1.980034e-02	-3.388843e-03	3.388843e-03	2.259059e-02	2.378777e-02
238           	6.590339e-03	-3.350502e-22	3.605394e-02	1.802697e-02	3.983281e-03	-3.295169e-03	2.132214e-02	-1.473180e-02	-3.295169e-03	3.295169e-03	2.201025e-02	1.404369e-02
239           	6.443272e-03	-3.121736e-22	2.733761e-02	1.366880e-02	7.600411e-03	-3.221636e-03	1.689044e-02	-1.044717e-02	-3.221636e-03	3.221636e-03	2.126921e-02	6.068393e-03
240           	6.346316e-03	-2.885186e-22	2.142754e-02	1.071377e-02	9.635640e-03	-3.173158e-03	1.388693e-02	-7.540614e-03	-3.173158e-03	3.173158e-03	2.034941e-02	1.078132e-03
241           	6.344387e-03	-2.684009e-22	1.995907e-02	9.979534e-03	9.312381e-03	-3.172193e-03	1.315173e-02	-6.807341e-03	-3.172193e-03	3.172193e-03	1.929192e-02	6.671532e-04
242           	6.642991e-03	-2.508040e-22	2.329372e-02	1.164686e-02	6.563543e-03	-3.321495e-03	1.496836e-02	-8.325366e-03	-3.321495e-03	3.321495e-03	1.821041e-02	5.083319e-03
243           	7.063366e-03	-2.350787e-22	3.101619e-02	1.550809e-02	1.559681e-03	-3.531683e-03	1.903978e-02	-1.197641e-02	-3.531683e-03	3.531683e-03	1.706778e-02	1.394841e-02
244           	7.439529e-03	-2.206357e-22	4.352387e-02	2.176194e-02	-5.686541e-03	-3.719765e-03	2.548170e-02	-1.804217e-02	-3.719765e-03	3.719765e-03	1.607539e-02	2.744848e-02
245           	7.687688e-03	-2.075800e-22	6.008215e-02	3.004107e-02	-1.471917e-02	-3.843844e-03	3.388492e-02	-2.619723e-02	-3.843844e-03	3.843844e-03	1.532191e-02	4.476024e-02
246           	7.801488e-03	-1.938179e-22	7.854879e-02	3.927439e-02	-2.441151e-02	-3.900744e-03	4.317514e-02	-3.537365e-02	-3.900744e-03	3.900744e-03	1.486289e-02	6.368590e-02
247           	7.734979e-03	-1.783757e-22	9.775436e-02	4.887718e-02	-3.387632e-02	-3.867489e-03	5.274467e-02	-4.500969e-02	-3.867489e-03	3.867489e-03	1.500086e-02	8.275350e-02
248           	7.579186e-03	-1.544252e-22	1.147857e-01	5.739284e-02	-4.189401e-02	-3.789593e-03	6.118244e-02	-5.360325e-02	-3.789593e-03	3.789593e-03	1.549883e-02	9.928686e-02
249           	7.411903e-03	-1.285131e-22	1.292223e-01	6.461114e-02	-4.813081e-02	-3.705951e-03	6.831709e-02	-6.090519e-02	-3.705951e-03	3.705951e-03	1.648032e-02	1.127420e-01
250           	7.519805e-03	-9.501120e-23	1.392701e-01	6.963506e-02	-5.192445e-02	-3.759903e-03	7.339496e-02	-6.587516e-02	-3.759903e-03	3.759903e-03	1.771061e-02	1.215595e-01
251           	7.845880e-03	-5.490512e-23	1.434704e-01	7.173520e-02	-5.272287e-02	-3.922940e-03	7.565814e-02	-6.781226e-02	-3.922940e-03	3.922940e-03	1.901233e-02	1.244581e-01
252           	8.070727e-03	-1.274796e-23	1.437963e-01	7.189813e-02	-5.162948e-02	-4.035363e-03	7.593349e-02	-6.786277e-02	-4.035363e-03	4.035363e-03	2.026865e-02	1.235276e-01
253           	8.012638e-03	2.878398e-23	1.419723e-01	7.098617e-02	-4.965305e-02	-4.006319e-03	7.499249e-02	-6.697985e-02	-4.006319e-03	4.006319e-03	2.133312e-02	1.206392e-01
254           	7.846819e-03	6.453163e-23	1.383471e-01	6.917355e-02	-4.693125e-02	-3.923409e-03	7.309696e-02	-6.525014e-02	-3.923409e-03	3.923409e-03	2.224230e-02	1.161048e-01
255           	7.666723e-03	9.430775e-23	1.325870e-01	6.629348e-02	-4.330424e-02	-3.833362e-03	7.012685e-02	-6.246012e-02	-3.833362e-03	3.833362e-03	2.298924e-02	1.095977e-01
