# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	cellDisplacement_solver	cellDisplacementx_initial	cellDisplacementx_final	cellDisplacementx_iters	cellDisplacementy_initial	cellDisplacementy_final	cellDisplacementy_iters	cellDisplacement_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
0.00666667    	DILUPBiCGStab	1.067120e-06	6.039440e-11	1	1.781630e-05	1.459310e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	7.917240e-03	5.705280e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00692308    	DILUPBiCGStab	1.062770e-06	5.973370e-11	1	1.773070e-05	1.443000e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	7.686300e-03	5.975010e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00717949    	DILUPBiCGStab	1.058560e-06	5.901600e-11	1	1.764980e-05	1.427670e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	7.295480e-03	5.232360e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.0074359     	DILUPBiCGStab	1.054500e-06	5.830760e-11	1	1.757570e-05	1.415300e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	7.239440e-03	5.804560e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00769231    	DILUPBiCGStab	1.050580e-06	5.769350e-11	1	1.750630e-05	1.401170e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	6.864390e-03	5.169670e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00794872    	DILUPBiCGStab	1.046740e-06	5.719350e-11	1	1.743910e-05	1.388140e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	6.645190e-03	5.029530e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00820513    	DILUPBiCGStab	1.043030e-06	5.670740e-11	1	1.737590e-05	1.377190e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	6.494280e-03	4.863960e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00846154    	DILUPBiCGStab	1.039390e-06	5.622730e-11	1	1.731610e-05	1.366480e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	6.393240e-03	5.015740e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00871795    	DILUPBiCGStab	1.035830e-06	5.573980e-11	1	1.725940e-05	1.356510e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	6.157770e-03	4.969670e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00897436    	DILUPBiCGStab	1.032370e-06	5.529640e-11	1	1.720500e-05	1.348650e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	6.188460e-03	5.918090e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
