# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
90            	DILUPBiCGStab	7.877870e-04	4.901330e-06	3	6.919750e-03	4.371720e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.064970e-02	1.342910e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
91            	DILUPBiCGStab	7.804400e-04	5.270010e-06	3	6.759270e-03	4.241550e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.005330e-02	1.320590e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
92            	DILUPBiCGStab	7.745870e-04	3.420300e-06	4	6.593710e-03	4.163680e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.984780e-02	1.475490e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
93            	DILUPBiCGStab	7.678990e-04	7.243680e-07	5	6.435080e-03	4.029380e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.918920e-02	1.525310e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
94            	DILUPBiCGStab	7.619750e-04	3.736160e-06	4	6.272590e-03	3.868210e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.850290e-02	1.359460e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
95            	DILUPBiCGStab	7.548060e-04	3.301620e-06	4	6.104070e-03	3.735860e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.789870e-02	1.272960e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
96            	DILUPBiCGStab	7.486050e-04	4.795700e-06	4	5.934830e-03	3.626840e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.774540e-02	1.252120e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
97            	DILUPBiCGStab	7.440960e-04	6.838510e-06	4	5.777780e-03	3.590030e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.747660e-02	1.416910e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
98            	DILUPBiCGStab	7.386280e-04	4.157710e-06	3	5.625150e-03	3.477600e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.715470e-02	1.655070e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
99            	DILUPBiCGStab	7.325660e-04	4.282370e-06	4	5.479500e-03	3.360440e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.690330e-02	1.417990e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
100           	DILUPBiCGStab	7.246990e-04	4.732890e-06	3	5.329540e-03	3.268750e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.665250e-02	1.503400e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
101           	DILUPBiCGStab	7.168300e-04	4.143470e-06	3	5.183470e-03	3.190240e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.653770e-02	1.376310e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
102           	DILUPBiCGStab	7.091860e-04	4.018580e-06	3	5.050710e-03	3.146560e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.626530e-02	1.576290e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
103           	DILUPBiCGStab	7.042070e-04	3.952850e-06	3	4.933220e-03	3.078630e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.628860e-02	1.585520e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
104           	DILUPBiCGStab	6.997280e-04	1.177350e-07	6	4.840680e-03	2.985670e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.607540e-02	1.352110e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
105           	DILUPBiCGStab	6.977200e-04	4.073470e-06	3	4.776080e-03	2.962050e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.579960e-02	1.486390e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
106           	DILUPBiCGStab	6.955010e-04	4.039290e-06	3	4.723240e-03	2.969240e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.565740e-02	1.320040e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
107           	DILUPBiCGStab	6.965650e-04	4.591120e-06	3	4.701370e-03	2.976730e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.566170e-02	1.052540e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
108           	DILUPBiCGStab	6.961760e-04	4.149600e-06	3	4.700610e-03	2.998440e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.480720e-02	1.090900e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
109           	DILUPBiCGStab	6.981350e-04	2.256730e-06	4	4.726680e-03	3.055100e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.521680e-02	1.345290e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
110           	DILUPBiCGStab	7.003610e-04	2.823470e-06	4	4.786860e-03	3.221920e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.538050e-02	1.005520e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
111           	DILUPBiCGStab	7.045450e-04	2.535930e-06	4	4.860870e-03	3.276420e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.533720e-02	9.493950e-05	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
112           	DILUPBiCGStab	7.032160e-04	4.169260e-06	3	4.924370e-03	3.540250e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.502600e-02	1.176090e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
113           	DILUPBiCGStab	7.021700e-04	4.396750e-06	3	4.983500e-03	1.738270e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.420340e-02	1.147890e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
114           	DILUPBiCGStab	6.967570e-04	4.179340e-06	3	5.025710e-03	2.390790e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.413490e-02	9.013840e-05	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
115           	DILUPBiCGStab	6.921880e-04	3.042500e-06	4	5.071190e-03	3.425450e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.460470e-02	1.174580e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
116           	DILUPBiCGStab	6.848650e-04	6.293050e-06	3	5.130530e-03	8.533970e-06	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.457580e-02	1.044270e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
117           	DILUPBiCGStab	6.792700e-04	4.701660e-06	3	5.208990e-03	3.622190e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.484890e-02	1.484810e-04	4	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
118           	DILUPBiCGStab	6.718570e-04	4.675800e-06	3	5.267580e-03	4.176950e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.494910e-02	1.020280e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
119           	DILUPBiCGStab	6.617890e-04	5.191680e-06	3	5.323070e-03	5.026180e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.526450e-02	9.775660e-05	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
120           	DILUPBiCGStab	6.501740e-04	4.491070e-06	3	5.377460e-03	3.684870e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.600250e-02	1.077230e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
121           	DILUPBiCGStab	6.404640e-04	4.050120e-06	3	5.446430e-03	3.803440e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.721220e-02	1.244510e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
122           	DILUPBiCGStab	6.301860e-04	3.821880e-06	3	5.531710e-03	3.883470e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.823580e-02	1.341390e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
123           	DILUPBiCGStab	6.223290e-04	2.327450e-06	4	5.656810e-03	3.871550e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.957700e-02	1.503660e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
124           	DILUPBiCGStab	6.152440e-04	2.864440e-06	4	5.857190e-03	4.171360e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.164630e-02	1.814420e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
125           	DILUPBiCGStab	6.084130e-04	3.780620e-06	3	6.159520e-03	4.471980e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.392970e-02	2.222170e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
126           	DILUPBiCGStab	6.024490e-04	4.098100e-06	3	6.580870e-03	3.811580e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.676970e-02	2.649390e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
127           	DILUPBiCGStab	5.951780e-04	5.400830e-06	3	7.092660e-03	5.076780e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.781130e-02	1.813260e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
128           	DILUPBiCGStab	5.886020e-04	4.043210e-06	3	7.552370e-03	5.492600e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.902900e-02	2.026960e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
129           	DILUPBiCGStab	5.815500e-04	4.040580e-06	3	7.952520e-03	7.236290e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.983600e-02	2.110020e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
130           	DILUPBiCGStab	5.794230e-04	4.149900e-06	3	8.306220e-03	7.531880e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.012810e-02	1.953800e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
131           	DILUPBiCGStab	5.760650e-04	2.396850e-06	4	8.586400e-03	8.169510e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.995550e-02	2.857350e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
132           	DILUPBiCGStab	5.769950e-04	1.311360e-06	5	8.848190e-03	7.367090e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.013830e-02	2.434430e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
133           	DILUPBiCGStab	5.767140e-04	4.366380e-06	3	9.009950e-03	5.321470e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.061380e-02	2.347710e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
134           	DILUPBiCGStab	5.806760e-04	3.113190e-06	4	9.112410e-03	4.317170e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.076220e-02	2.910660e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
135           	DILUPBiCGStab	5.798460e-04	1.909770e-06	4	9.021000e-03	3.219740e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.050710e-02	2.263790e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
136           	DILUPBiCGStab	5.792340e-04	1.899200e-06	4	8.815400e-03	3.277170e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.031520e-02	2.693880e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
137           	DILUPBiCGStab	5.787970e-04	4.559230e-06	3	8.532090e-03	3.300550e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.995790e-02	2.653220e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
138           	DILUPBiCGStab	5.802800e-04	3.597830e-06	4	8.205350e-03	3.183630e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.942830e-02	2.098880e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
139           	DILUPBiCGStab	5.785180e-04	2.059000e-06	4	7.874130e-03	6.114390e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.956160e-02	2.644080e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
140           	DILUPBiCGStab	5.862810e-04	2.028050e-06	4	7.624750e-03	5.695010e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.913060e-02	2.785170e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
141           	DILUPBiCGStab	5.889790e-04	2.263920e-06	4	7.392930e-03	6.655020e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.881610e-02	1.702180e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
142           	DILUPBiCGStab	6.129200e-04	5.642340e-06	3	7.334090e-03	5.811930e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.814710e-02	1.756420e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
143           	DILUPBiCGStab	6.128090e-04	4.668410e-06	3	7.194710e-03	6.467880e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.675540e-02	1.512330e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
144           	DILUPBiCGStab	6.550800e-04	4.860790e-06	3	7.325480e-03	6.192000e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.484170e-02	2.390040e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
145           	DILUPBiCGStab	6.661590e-04	5.013260e-06	3	7.359230e-03	2.039950e-06	6	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.291140e-02	1.309620e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
146           	DILUPBiCGStab	7.075670e-04	6.040820e-06	3	7.564670e-03	6.755020e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.237970e-02	1.350160e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
147           	DILUPBiCGStab	7.155620e-04	6.677160e-06	4	7.570270e-03	3.770990e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.140890e-02	1.469610e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
148           	DILUPBiCGStab	7.344390e-04	5.535970e-06	4	7.653030e-03	3.859170e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.043500e-02	1.568220e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
149           	DILUPBiCGStab	7.351040e-04	1.847330e-06	4	7.636190e-03	5.171450e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.973810e-02	1.595970e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
150           	DILUPBiCGStab	7.584230e-04	2.973100e-06	4	7.783490e-03	5.417120e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.947540e-02	1.488690e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
151           	DILUPBiCGStab	7.651250e-04	1.225290e-06	5	7.898270e-03	5.942140e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.921570e-02	1.399610e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
152           	DILUPBiCGStab	8.225730e-04	8.133410e-06	4	8.326810e-03	5.812290e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.962210e-02	1.356500e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
153           	DILUPBiCGStab	8.837170e-04	7.224700e-06	4	8.796980e-03	6.910930e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	1.968730e-02	1.446190e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
154           	DILUPBiCGStab	9.507030e-04	1.941110e-06	5	9.341090e-03	6.723050e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.069370e-02	1.443010e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
155           	DILUPBiCGStab	1.034880e-03	2.421310e-06	5	9.967610e-03	7.647630e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.008660e-02	1.433790e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
156           	DILUPBiCGStab	1.117810e-03	1.095650e-05	3	1.055500e-02	7.854990e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.094840e-02	1.488310e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
157           	DILUPBiCGStab	1.210450e-03	1.111410e-05	3	1.118480e-02	7.840710e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.121890e-02	1.528550e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
158           	DILUPBiCGStab	1.328310e-03	5.835290e-06	5	1.188910e-02	5.620980e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.257430e-02	1.551300e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
159           	DILUPBiCGStab	1.439480e-03	1.310210e-05	3	1.263310e-02	1.057660e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.424870e-02	2.319890e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
160           	DILUPBiCGStab	1.516810e-03	1.463000e-05	3	1.329500e-02	1.238770e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.730580e-02	2.588620e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
161           	DILUPBiCGStab	1.582290e-03	7.951590e-06	4	1.400420e-02	8.222800e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.048390e-02	3.020830e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
162           	DILUPBiCGStab	1.612600e-03	7.995280e-06	4	1.469060e-02	6.794690e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.665090e-02	3.546390e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
163           	DILUPBiCGStab	1.628580e-03	9.469190e-06	4	1.551330e-02	7.341170e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.650260e-02	2.291560e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
164           	DILUPBiCGStab	1.620900e-03	7.578230e-06	4	1.597260e-02	9.312650e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.837520e-02	3.314390e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
165           	DILUPBiCGStab	1.597090e-03	9.320850e-06	4	1.626280e-02	8.107620e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.513810e-02	3.523360e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
166           	DILUPBiCGStab	1.566630e-03	1.327080e-05	4	1.650970e-02	1.005740e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	5.637690e-02	4.743540e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
167           	DILUPBiCGStab	1.551840e-03	1.327940e-05	3	1.679840e-02	1.619930e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	5.156390e-02	4.877350e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
168           	DILUPBiCGStab	1.536290e-03	1.392620e-05	4	1.715760e-02	1.630190e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.746550e-02	2.690230e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
169           	DILUPBiCGStab	1.528070e-03	1.254640e-05	3	1.760730e-02	1.693660e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.653980e-02	2.771460e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
170           	DILUPBiCGStab	1.509310e-03	1.177950e-05	3	1.797840e-02	1.620190e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.639390e-02	2.930770e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
171           	DILUPBiCGStab	1.510230e-03	1.230800e-05	3	1.842110e-02	1.617460e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.541700e-02	2.866320e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
172           	DILUPBiCGStab	1.456860e-03	1.247060e-05	3	1.861780e-02	1.037910e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.385900e-02	2.815300e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
173           	DILUPBiCGStab	1.508710e-03	1.295910e-05	3	1.909860e-02	1.642600e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.241570e-02	3.178520e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
174           	DILUPBiCGStab	1.493210e-03	1.259660e-05	3	1.934390e-02	1.674670e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.090900e-02	3.008930e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
175           	DILUPBiCGStab	1.477840e-03	1.255890e-05	3	1.965970e-02	1.719720e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.980270e-02	2.985440e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
176           	DILUPBiCGStab	1.447660e-03	6.608450e-06	4	1.993540e-02	1.728340e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.888280e-02	3.288690e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
177           	DILUPBiCGStab	1.409610e-03	6.077400e-06	4	2.021920e-02	1.704960e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.790120e-02	3.395450e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
178           	DILUPBiCGStab	1.395990e-03	1.120710e-05	3	2.057600e-02	1.680220e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.689030e-02	3.163750e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
179           	DILUPBiCGStab	1.371870e-03	1.050960e-05	3	2.081980e-02	1.668670e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.601620e-02	2.661210e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
180           	DILUPBiCGStab	1.345740e-03	1.034780e-05	3	2.100460e-02	1.636830e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.538360e-02	3.261020e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
181           	DILUPBiCGStab	1.315460e-03	1.049950e-05	3	2.116650e-02	1.632170e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.450300e-02	2.680320e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
182           	DILUPBiCGStab	1.309720e-03	1.042590e-05	3	2.119520e-02	1.650820e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.378890e-02	2.714900e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
183           	DILUPBiCGStab	1.301210e-03	1.032430e-05	3	2.104020e-02	9.230310e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.326500e-02	2.825630e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
184           	DILUPBiCGStab	1.293790e-03	1.012230e-05	3	2.071640e-02	8.238940e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.324160e-02	3.208630e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
185           	DILUPBiCGStab	1.303620e-03	9.622610e-06	3	2.044810e-02	1.516860e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.349980e-02	2.562800e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
186           	DILUPBiCGStab	1.307470e-03	1.010560e-05	3	2.023750e-02	1.027320e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.393390e-02	3.017330e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
187           	DILUPBiCGStab	1.299270e-03	9.905270e-06	3	2.008330e-02	1.895590e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.441760e-02	3.193270e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
188           	DILUPBiCGStab	1.305760e-03	1.153260e-05	3	1.996810e-02	1.923960e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.467780e-02	2.813140e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
