# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
288           	DILUPBiCGStab	9.542800e-04	7.469190e-06	3	9.787730e-03	9.179330e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.255960e-02	2.145710e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
289           	DILUPBiCGStab	9.495420e-04	7.489450e-06	3	9.770530e-03	9.283860e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.223160e-02	3.220660e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
290           	DILUPBiCGStab	9.439620e-04	6.977890e-06	3	9.853290e-03	9.591780e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.218730e-02	3.148810e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
291           	DILUPBiCGStab	9.355650e-04	3.572610e-06	4	1.004900e-02	1.720230e-05	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.213820e-02	1.996490e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
292           	DILUPBiCGStab	9.280020e-04	3.885300e-06	4	1.040730e-02	8.913640e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.258660e-02	2.038040e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
293           	DILUPBiCGStab	9.193560e-04	8.060990e-06	3	1.096150e-02	1.960040e-05	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.301410e-02	2.272730e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
294           	DILUPBiCGStab	9.205710e-04	6.962070e-06	3	1.175770e-02	1.068620e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.416460e-02	2.357720e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
295           	DILUPBiCGStab	9.206410e-04	6.790030e-06	3	1.265790e-02	1.135720e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.525120e-02	2.330600e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
296           	DILUPBiCGStab	9.192140e-04	6.665990e-06	3	1.326690e-02	1.185350e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.577740e-02	2.261660e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
297           	DILUPBiCGStab	9.062930e-04	6.713500e-06	3	1.332900e-02	1.191990e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.611650e-02	3.604880e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
298           	DILUPBiCGStab	9.164310e-04	6.790320e-06	3	1.352490e-02	1.219550e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.627020e-02	2.135860e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
299           	DILUPBiCGStab	9.170030e-04	7.126860e-06	3	1.359520e-02	1.194760e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.652420e-02	2.229560e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
300           	DILUPBiCGStab	9.147120e-04	8.107050e-06	3	1.371920e-02	1.210670e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.748080e-02	3.693540e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
301           	DILUPBiCGStab	9.143050e-04	6.580920e-06	3	1.388810e-02	1.255810e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.653040e-02	2.597810e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
302           	DILUPBiCGStab	9.102990e-04	6.736410e-06	3	1.418850e-02	1.261290e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.570270e-02	3.043530e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
303           	DILUPBiCGStab	9.141110e-04	6.529430e-06	3	1.456260e-02	1.277320e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.434870e-02	3.408940e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
304           	DILUPBiCGStab	9.076650e-04	5.632030e-06	4	1.482430e-02	1.293030e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.353210e-02	2.342060e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
305           	DILUPBiCGStab	9.021620e-04	6.558980e-06	3	1.503200e-02	1.341280e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.473440e-02	2.461730e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
306           	DILUPBiCGStab	8.954790e-04	6.546970e-06	3	1.513450e-02	1.328320e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.411540e-02	2.454240e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
307           	DILUPBiCGStab	8.824780e-04	6.376620e-06	3	1.519340e-02	1.298330e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.394220e-02	3.279350e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
308           	DILUPBiCGStab	8.717760e-04	4.092980e-06	4	1.512180e-02	1.341340e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.277450e-02	2.232160e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
309           	DILUPBiCGStab	8.599600e-04	3.672990e-06	4	1.496940e-02	1.303910e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.204680e-02	2.966610e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
310           	DILUPBiCGStab	8.426190e-04	3.524380e-06	4	1.463430e-02	1.272110e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.176120e-02	2.513130e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
311           	DILUPBiCGStab	8.254650e-04	3.545010e-06	4	1.411990e-02	1.209000e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.220820e-02	2.294300e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
312           	DILUPBiCGStab	8.107140e-04	3.350790e-06	4	1.336790e-02	1.139220e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.225110e-02	2.344740e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
313           	DILUPBiCGStab	7.993560e-04	3.230280e-06	4	1.254220e-02	1.062570e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.236310e-02	2.197610e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
314           	DILUPBiCGStab	7.921190e-04	3.103160e-06	4	1.186210e-02	1.123370e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.253330e-02	3.132870e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
315           	DILUPBiCGStab	7.887970e-04	7.003310e-06	3	1.135760e-02	9.586720e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.276620e-02	3.128720e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
316           	DILUPBiCGStab	7.866260e-04	6.565860e-06	3	1.101860e-02	9.726710e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.333100e-02	3.017510e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
317           	DILUPBiCGStab	7.857870e-04	6.415590e-06	3	1.090920e-02	9.923900e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.357000e-02	2.762760e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
318           	DILUPBiCGStab	7.863240e-04	6.315240e-06	3	1.097740e-02	1.014240e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.404930e-02	2.412280e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
319           	DILUPBiCGStab	7.858970e-04	6.277660e-06	3	1.119420e-02	1.041300e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.466480e-02	2.128340e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
320           	DILUPBiCGStab	7.856690e-04	6.808770e-06	3	1.153550e-02	1.065870e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.475970e-02	3.284190e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
321           	DILUPBiCGStab	7.684910e-04	4.025080e-06	4	1.193630e-02	1.093200e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.510180e-02	3.117140e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
322           	DILUPBiCGStab	7.820010e-04	5.098240e-06	4	1.219890e-02	1.103420e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.607480e-02	3.497140e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
323           	DILUPBiCGStab	7.783460e-04	4.786680e-06	4	1.236890e-02	1.227350e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.762440e-02	2.324990e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
324           	DILUPBiCGStab	7.746740e-04	4.844030e-06	4	1.241350e-02	6.326550e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.918520e-02	2.569070e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
325           	DILUPBiCGStab	7.751010e-04	6.583950e-06	4	1.228210e-02	5.996510e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.042550e-02	2.839110e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
326           	DILUPBiCGStab	7.736210e-04	7.286990e-06	4	1.202160e-02	6.209850e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.932650e-02	3.035190e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
327           	DILUPBiCGStab	7.764240e-04	3.510690e-06	4	1.161920e-02	6.066950e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.777160e-02	3.060850e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
328           	DILUPBiCGStab	7.763690e-04	3.405110e-06	4	1.104130e-02	5.194560e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.712870e-02	2.996870e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
329           	DILUPBiCGStab	7.766790e-04	3.680890e-06	4	1.044850e-02	5.671570e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.659570e-02	2.896360e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
330           	DILUPBiCGStab	7.769350e-04	3.815550e-06	4	1.008480e-02	6.822030e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.665740e-02	2.830950e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
331           	DILUPBiCGStab	7.700930e-04	3.778200e-06	4	9.826440e-03	6.876900e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.515320e-02	2.703250e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
332           	DILUPBiCGStab	7.665300e-04	3.424460e-06	4	9.662870e-03	5.802920e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.370880e-02	2.607780e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
333           	DILUPBiCGStab	7.576900e-04	2.955430e-06	4	9.522810e-03	4.936690e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.193990e-02	2.528540e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
334           	DILUPBiCGStab	7.376530e-04	2.810600e-06	4	9.316970e-03	4.371030e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.022340e-02	2.407430e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
335           	DILUPBiCGStab	7.237180e-04	2.798610e-06	4	9.198620e-03	4.211010e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.903400e-02	2.635660e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
336           	DILUPBiCGStab	7.395450e-04	7.347770e-06	3	9.203870e-03	4.725500e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.807150e-02	2.694510e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
337           	DILUPBiCGStab	7.487420e-04	7.332100e-06	3	9.195260e-03	5.638000e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.752990e-02	2.574140e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
338           	DILUPBiCGStab	7.467000e-04	3.031830e-06	4	9.221510e-03	7.716870e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.741800e-02	2.431270e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
339           	DILUPBiCGStab	7.400920e-04	2.937550e-06	4	9.232590e-03	6.010940e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.733670e-02	2.536090e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
340           	DILUPBiCGStab	7.324980e-04	2.818260e-06	4	9.177500e-03	5.616530e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.724430e-02	1.890280e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
341           	DILUPBiCGStab	7.215950e-04	6.745330e-06	3	9.069370e-03	5.741870e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.759040e-02	1.961500e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
342           	DILUPBiCGStab	7.157740e-04	6.245590e-06	3	9.070000e-03	6.905000e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.812620e-02	2.034610e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
343           	DILUPBiCGStab	7.052820e-04	5.728830e-06	3	9.017500e-03	7.815070e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.870150e-02	2.120770e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
344           	DILUPBiCGStab	6.965290e-04	5.564540e-06	3	8.952360e-03	8.218220e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.971570e-02	2.190950e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
345           	DILUPBiCGStab	6.911250e-04	5.684970e-06	3	8.855870e-03	7.942080e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.056320e-02	2.971180e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
346           	DILUPBiCGStab	6.817620e-04	3.937810e-06	4	8.720190e-03	7.752510e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.187720e-02	2.879390e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
347           	DILUPBiCGStab	6.796840e-04	6.064330e-06	3	8.633870e-03	7.925950e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.358900e-02	3.267400e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
348           	DILUPBiCGStab	6.746670e-04	5.536920e-06	3	8.533890e-03	8.095020e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.534000e-02	2.438350e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
349           	DILUPBiCGStab	6.696330e-04	3.766030e-06	4	8.463040e-03	7.976060e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.763090e-02	3.530960e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
350           	DILUPBiCGStab	6.622540e-04	3.825000e-06	4	8.424390e-03	7.535470e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.778650e-02	3.413470e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
351           	DILUPBiCGStab	6.615940e-04	3.626460e-06	4	8.462670e-03	7.469280e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.653460e-02	3.214640e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
352           	DILUPBiCGStab	6.599770e-04	3.693030e-06	4	8.461970e-03	7.512070e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.418140e-02	2.791520e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
353           	DILUPBiCGStab	6.531180e-04	3.511270e-06	4	8.390920e-03	7.504710e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.213840e-02	2.748360e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
354           	DILUPBiCGStab	6.477220e-04	3.313830e-06	4	8.298910e-03	7.050960e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.025540e-02	2.730570e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
355           	DILUPBiCGStab	6.352180e-04	6.058830e-06	3	8.177880e-03	6.639280e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.841690e-02	2.454190e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
356           	DILUPBiCGStab	6.320550e-04	5.481630e-06	3	8.162610e-03	6.329030e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.727800e-02	2.016180e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
357           	DILUPBiCGStab	6.237600e-04	5.112900e-06	3	8.096790e-03	6.137960e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.652690e-02	1.713570e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
358           	DILUPBiCGStab	6.263720e-04	5.501440e-06	3	8.138300e-03	6.068300e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.533630e-02	1.713160e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
359           	DILUPBiCGStab	6.212520e-04	3.079070e-06	4	8.083740e-03	6.088010e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.436740e-02	1.697560e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
360           	DILUPBiCGStab	6.127880e-04	4.866460e-06	3	7.968400e-03	7.955810e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.382200e-02	1.806060e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
361           	DILUPBiCGStab	6.256150e-04	5.128080e-06	3	8.079690e-03	6.281310e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.385170e-02	2.104790e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
362           	DILUPBiCGStab	6.277990e-04	5.398090e-06	3	8.042490e-03	7.336850e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.407150e-02	1.608240e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
363           	DILUPBiCGStab	6.327460e-04	6.198570e-06	3	8.096330e-03	5.396840e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.492860e-02	1.598800e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
364           	DILUPBiCGStab	6.316120e-04	4.985210e-06	3	8.120820e-03	2.622440e-05	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.646560e-02	2.310270e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
365           	DILUPBiCGStab	6.275630e-04	3.007700e-06	4	8.115360e-03	8.093560e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.717250e-02	1.927010e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
366           	DILUPBiCGStab	6.511590e-04	2.659590e-06	4	8.288440e-03	4.591420e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.828650e-02	2.004300e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
367           	DILUPBiCGStab	6.608350e-04	2.758330e-06	4	8.444350e-03	4.262500e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.028050e-02	2.201040e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
368           	DILUPBiCGStab	6.714140e-04	6.249350e-06	3	8.724550e-03	4.281150e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.307390e-02	2.959420e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
369           	DILUPBiCGStab	6.816040e-04	6.200200e-06	3	9.155750e-03	4.750510e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.687210e-02	3.395710e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
370           	DILUPBiCGStab	6.929110e-04	5.818690e-06	3	9.790670e-03	5.111460e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.008130e-02	3.603580e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
371           	DILUPBiCGStab	6.967120e-04	3.431960e-06	4	1.063680e-02	5.864240e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.234960e-02	3.939190e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
372           	DILUPBiCGStab	7.021280e-04	3.175220e-06	4	1.178460e-02	6.380590e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.466730e-02	3.767740e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
373           	DILUPBiCGStab	7.057350e-04	6.542190e-06	3	1.277080e-02	6.674750e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.585860e-02	3.756490e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
374           	DILUPBiCGStab	7.130380e-04	6.026490e-06	3	1.251860e-02	6.290620e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.659250e-02	3.479870e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
375           	DILUPBiCGStab	7.131610e-04	6.199680e-06	3	1.206540e-02	8.584400e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.734370e-02	3.377150e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
376           	DILUPBiCGStab	7.147110e-04	5.838000e-06	3	1.211400e-02	6.585230e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.680350e-02	3.514140e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
377           	DILUPBiCGStab	7.119610e-04	5.788020e-06	4	1.256680e-02	7.305170e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.529360e-02	3.475010e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
378           	DILUPBiCGStab	7.139120e-04	5.979160e-06	3	1.334480e-02	7.829480e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.257680e-02	3.394500e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
379           	DILUPBiCGStab	7.228270e-04	6.848320e-06	3	1.411500e-02	7.207910e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.159580e-02	3.307570e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
380           	DILUPBiCGStab	7.360610e-04	4.095920e-06	4	1.437270e-02	1.353440e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.020840e-02	3.424350e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
381           	DILUPBiCGStab	7.473070e-04	6.364300e-06	4	1.407630e-02	4.789120e-05	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.853870e-02	3.228570e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
382           	DILUPBiCGStab	7.535370e-04	6.197910e-06	3	1.361970e-02	1.350730e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.654470e-02	2.861170e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
383           	DILUPBiCGStab	7.554480e-04	6.803800e-06	4	1.315300e-02	5.121960e-05	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.469820e-02	2.302490e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
384           	DILUPBiCGStab	7.572530e-04	7.392670e-06	3	1.273660e-02	6.591320e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.386790e-02	3.161150e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
385           	DILUPBiCGStab	7.531460e-04	4.594760e-06	4	1.229780e-02	1.088390e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.380770e-02	2.159450e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
386           	DILUPBiCGStab	7.339670e-04	5.309500e-06	4	1.177160e-02	9.670500e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.426410e-02	2.550040e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
